1668521517	2022-11-15 15:11:57	1668521517	346	447	other
1668521517	2022-11-15 15:11:57	1668521517	332	454	other
1668521520	2022-11-15 15:12:00	1668521520	346	446	other
1668521520	2022-11-15 15:12:00	1668521520	346	446	other
1668521520	2022-11-15 15:12:00	1668521520	346	459	other
1668521521	2022-11-15 15:12:01	1668521521	347	466	other
1668521521	2022-11-15 15:12:01	1668521521	339	492	other
1668521521	2022-11-15 15:12:01	1668521521	335	503	toilet
1668521522	2022-11-15 15:12:02	1668521522	338	532	toilet
1668521522	2022-11-15 15:12:02	1668521522	340	539	toilet
1668521522	2022-11-15 15:12:02	1668521522	339	565	toilet
1668521522	2022-11-15 15:12:02	1668521522	344	570	toilet
1668521523	2022-11-15 15:12:03	1668521523	346	574	toilet
1668521523	2022-11-15 15:12:03	1668521523	350	586	toilet
1668521524	2022-11-15 15:12:04	1668521524	349	598	toilet
1668521524	2022-11-15 15:12:04	1668521524	347	605	toilet
1668521525	2022-11-15 15:12:05	1668521525	345	612	toilet
1668521526	2022-11-15 15:12:06	1668521526	345	612	toilet
1668521537	2022-11-15 15:12:17	1668521537	372	601	toilet
1668521537	2022-11-15 15:12:17	1668521537	370	591	toilet
1668521537	2022-11-15 15:12:17	1668521537	364	570	toilet
1668521537	2022-11-15 15:12:17	1668521537	360	560	toilet
1668521537	2022-11-15 15:12:17	1668521537	359	553	toilet
1668521538	2022-11-15 15:12:18	1668521538	361	542	toilet
1668521538	2022-11-15 15:12:18	1668521538	355	521	toilet
1668521538	2022-11-15 15:12:18	1668521538	355	503	toilet
1668521538	2022-11-15 15:12:18	1668521538	349	484	other
1668521539	2022-11-15 15:12:19	1668521539	349	476	other
1668521539	2022-11-15 15:12:19	1668521539	353	459	other
1668521539	2022-11-15 15:12:19	1668521539	353	457	other
1668521539	2022-11-15 15:12:19	1668521539	353	448	other
1668521539	2022-11-15 15:12:19	1668521539	355	433	other
1668521540	2022-11-15 15:12:20	1668521540	355	426	other
1668521540	2022-11-15 15:12:20	1668521540	358	395	other
1668521540	2022-11-15 15:12:20	1668521540	364	375	other
1668521540	2022-11-15 15:12:20	1668521540	366	361	other
1668521540	2022-11-15 15:12:20	1668521540	379	339	other
1668521541	2022-11-15 15:12:21	1668521541	383	333	other
1668521541	2022-11-15 15:12:21	1668521541	389	331	other
1668521541	2022-11-15 15:12:21	1668521541	415	316	livingroom
1668521541	2022-11-15 15:12:21	1668521541	422	310	livingroom
1668521542	2022-11-15 15:12:22	1668521542	436	306	livingroom
1668521542	2022-11-15 15:12:22	1668521542	449	297	livingroom
1668521542	2022-11-15 15:12:22	1668521542	455	291	livingroom
1668521542	2022-11-15 15:12:22	1668521542	462	284	livingroom
1668521542	2022-11-15 15:12:22	1668521542	469	278	livingroom
1668521543	2022-11-15 15:12:23	1668521543	478	269	livingroom
1668521543	2022-11-15 15:12:23	1668521543	480	258	livingroom
1668521543	2022-11-15 15:12:23	1668521543	480	252	livingroom
1668521543	2022-11-15 15:12:23	1668521543	481	248	livingroom
1668521543	2022-11-15 15:12:23	1668521543	483	246	livingroom
1668521544	2022-11-15 15:12:24	1668521544	484	237	livingroom
1668521544	2022-11-15 15:12:24	1668521544	483	225	livingroom
1668521544	2022-11-15 15:12:24	1668521544	481	208	livingroom
1668521544	2022-11-15 15:12:24	1668521544	485	195	livingroom
1668521544	2022-11-15 15:12:24	1668521544	486	180	livingroom
1668521545	2022-11-15 15:12:25	1668521545	487	172	livingroom
1668521545	2022-11-15 15:12:25	1668521545	487	161	livingroom
1668521546	2022-11-15 15:12:26	1668521546	476	144	livingroom
1668521546	2022-11-15 15:12:26	1668521546	476	131	livingroom
1668521546	2022-11-15 15:12:26	1668521546	476	117	livingroom
1668521546	2022-11-15 15:12:26	1668521546	483	111	livingroom
1668521546	2022-11-15 15:12:26	1668521546	485	104	livingroom
1668521547	2022-11-15 15:12:27	1668521547	482	94	livingroom
1668521547	2022-11-15 15:12:27	1668521547	476	78	livingroom
1668521547	2022-11-15 15:12:27	1668521547	473	76	livingroom
1668521547	2022-11-15 15:12:27	1668521547	462	66	livingroom
1668521547	2022-11-15 15:12:27	1668521547	439	69	livingroom
1668521548	2022-11-15 15:12:28	1668521548	425	68	livingroom
1668521548	2022-11-15 15:12:28	1668521548	416	66	livingroom
1668521548	2022-11-15 15:12:28	1668521548	410	68	livingroom
1668521549	2022-11-15 15:12:29	1668521549	408	68	livingroom
1668521550	2022-11-15 15:12:30	1668521550	411	70	livingroom
1668521550	2022-11-15 15:12:30	1668521550	412	72	livingroom
1668521551	2022-11-15 15:12:31	1668521551	413	72	livingroom
1668521551	2022-11-15 15:12:31	1668521551	413	72	livingroom
1668521552	2022-11-15 15:12:32	1668521552	412	75	livingroom
1668521552	2022-11-15 15:12:32	1668521552	412	75	livingroom
1668521552	2022-11-15 15:12:32	1668521552	412	75	livingroom
1668521553	2022-11-15 15:12:33	1668521553	411	78	livingroom
1668521554	2022-11-15 15:12:34	1668521554	395	86	livingroom
1668521554	2022-11-15 15:12:34	1668521554	393	89	livingroom
1668521554	2022-11-15 15:12:34	1668521554	390	88	livingroom
1668521554	2022-11-15 15:12:34	1668521554	388	89	livingroom
1668521555	2022-11-15 15:12:35	1668521555	379	92	livingroom
1668521556	2022-11-15 15:12:36	1668521556	375	97	livingroom
1668521556	2022-11-15 15:12:36	1668521556	375	97	livingroom
1668521556	2022-11-15 15:12:36	1668521556	371	119	livingroom
1668521557	2022-11-15 15:12:37	1668521557	367	125	livingroom
1668521557	2022-11-15 15:12:37	1668521557	363	133	livingroom
1668521557	2022-11-15 15:12:37	1668521557	355	145	livingroom
1668521557	2022-11-15 15:12:37	1668521557	351	147	livingroom
1668521557	2022-11-15 15:12:37	1668521557	346	156	livingroom
1668521558	2022-11-15 15:12:38	1668521558	347	159	livingroom
1668521558	2022-11-15 15:12:38	1668521558	348	160	livingroom
1668521558	2022-11-15 15:12:38	1668521558	348	160	livingroom
1668521558	2022-11-15 15:12:38	1668521558	351	164	livingroom
1668521559	2022-11-15 15:12:39	1668521559	342	177	livingroom
1668521559	2022-11-15 15:12:39	1668521559	341	177	livingroom
1668521559	2022-11-15 15:12:39	1668521559	339	181	livingroom
1668521559	2022-11-15 15:12:39	1668521559	336	190	livingroom
1668521559	2022-11-15 15:12:39	1668521559	336	191	livingroom
